latitud,longitud
25.760416,-100.391251
25.700917,-100.278791
25.738851,-100.339196
25.786052,-100.409665
25.738213,-100.326167
25.737605,-100.342058
25.719232,-100.34245
25.66543,-100.300352
25.732974,-100.327454
25.743077,-100.355012
25.747236,-100.342006
25.740897,-100.346424
25.741903,-100.355457
25.765917,-100.378285
25.74403,-100.344727
25.789435,-100.384675
25.788614,-100.385741
25.766247,-100.3585
25.766102,-100.369291
25.752231,-100.387249
25.794759,-100.404557
25.631307,-100.30468
25.772026,-100.413242
25.780161,-100.384204
25.728698,-100.382733
25.719454,-100.32741
25.628784,-100.290822
25.614976,-100.261351
25.737379,-100.341824
25.767492,-100.381705
25.737378,-100.363868
25.719953,-100.327539
25.742188,-100.322734
25.762417,-100.38626
25.756039,-100.378802
25.742248,-100.323378
25.771039,-100.411491
25.735982,-100.323749
25.616161,-100.265709
25.628296,-100.290023
25.749115,-100.358832
25.631708,-100.307075
25.792519,-100.377495
25.696291,-100.290611
25.774255,-100.40869
25.740741,-100.336505
25.661483,-100.331259
25.777078,-100.374723
25.757476,-100.385279
25.783185,-100.385315
25.660814,-100.307018
25.60801,-100.274248
25.752505,-100.361288
25.777401,-100.379745
25.729444,-100.349975
25.784383,-100.40128
25.795543,-100.38508
25.729074,-100.367892
25.755578,-100.377582
25.719839,-100.341344
25.750937,-100.345458
25.750589,-100.362268
25.769474,-100.367232
25.781055,-100.398042
25.788877,-100.408145
25.719106,-100.341767
25.760856,-100.384821
25.739613,-100.333313
25.731655,-100.336453
25.700852,-100.281684
25.654422,-100.304886
25.702818,-100.357635
25.657502,-100.32428
25.749386,-100.358394
25.770253,-100.364122
25.769328,-100.372224
25.719903,-100.340428
25.785601,-100.399667
25.628058,-100.286127
25.747753,-100.366673
25.657913,-100.27273
25.686961,-100.315053
25.677792,-100.324367
25.616907,-100.266007
25.727129,-100.37764
25.687729,-100.31183
25.734513,-100.331195
25.664909,-100.298056
25.621136,-100.271854
25.767328,-100.370539
25.749745,-100.343797
25.735138,-100.345117
25.685188,-100.306896
25.750072,-100.344251
25.757012,-100.388926
25.787877,-100.402927
25.739335,-100.337469
25.715233,-100.340407
25.588541,-100.245277
25.714517,-100.340524
25.622656,-100.300014
25.60838,-100.263869
25.783368,-100.371073
25.740062,-100.352428
25.547633,-100.217151
25.728793,-100.350242
25.68622,-100.338609
25.738396,-100.361428
25.621608,-100.264999
25.756938,-100.36465
25.701468,-100.304701
25.754986,-100.374202
25.739492,-100.336358
25.616825,-100.262762
25.690741,-100.289147
25.757746,-100.355963
25.668411,-100.282559
25.733944,-100.367478
25.758084,-100.389971
25.657061,-100.329584
25.756696,-100.388909
25.656323,-100.306342
25.741,-100.403775
25.766307,-100.37597
25.654578,-100.308239
25.714684,-100.367794
25.780818,-100.416269
25.665113,-100.298265
25.775788,-100.407877
25.725752,-100.383726
25.748043,-100.3398
25.762655,-100.372135
25.737614,-100.337553
25.754657,-100.350861
25.687994,-100.276197
25.780502,-100.412479
25.777069,-100.415224
25.749121,-100.356488
25.755047,-100.38204
25.729763,-100.330413
25.635889,-100.313345
25.612346,-100.268904
25.693358,-100.329754
25.69613,-100.27877
25.630717,-100.284501
25.754405,-100.375257
25.768751,-100.370624
25.773972,-100.385127
25.772473,-100.411287
25.76547,-100.357771
25.741252,-100.334078
25.697628,-100.328782
25.740299,-100.333867
25.750581,-100.381273
25.726267,-100.383645
25.726499,-100.383294
25.727005,-100.383016
25.655926,-100.306284
25.774173,-100.379205
25.760129,-100.386639
25.778311,-100.382871
25.776958,-100.414895
25.721142,-100.377563
25.720595,-100.327416
25.706937,-100.292959
25.751617,-100.357147
25.768068,-100.360278
25.583034,-100.234846
25.633936,-100.288075
25.749367,-100.349418
25.781562,-100.406528
25.737366,-100.341993
25.742096,-100.339627
25.793364,-100.379046
25.693737,-100.275754
25.769741,-100.3587
25.652955,-100.315904
25.641647,-100.297732
25.766482,-100.415821
25.630798,-100.298104
25.761263,-100.354344
25.730834,-100.349929
25.764118,-100.365913
25.754991,-100.352373
25.760373,-100.359984
25.759648,-100.383339
25.645958,-100.309904
25.634359,-100.305374
25.768892,-100.382497
25.760427,-100.392519
25.738415,-100.352304
25.765137,-100.388141
25.663065,-100.301137
25.753967,-100.364114
25.792447,-100.38578
25.748884,-100.359094
25.655577,-100.310121
25.781499,-100.396728
25.743965,-100.322675
25.77645,-100.365641
25.595344,-100.246082
25.753864,-100.381116
25.77447,-100.418701
25.78757,-100.403532
25.721032,-100.35219
25.73928,-100.362373
25.767253,-100.382155
25.728979,-100.347624
25.716981,-100.363387
25.785038,-100.406766
25.701982,-100.328996
25.703998,-100.360876
25.780772,-100.38225
25.762929,-100.371833
25.581157,-100.233748
25.625384,-100.278545
25.75387,-100.378212
25.670616,-100.38289
25.784119,-100.407288
25.743715,-100.350164
25.710654,-100.317881
25.684887,-100.337905
25.777077,-100.417953
25.701092,-100.364906
25.772528,-100.383894
25.625676,-100.277661
25.767646,-100.368441
25.656681,-100.304354
25.632804,-100.292256
25.789805,-100.405824
25.714597,-100.35261
25.785869,-100.403506
25.638658,-100.308522
25.737189,-100.374288
25.754964,-100.401976
25.720265,-100.344543
25.659984,-100.308006
25.77308,-100.366248
25.726149,-100.361422
25.775787,-100.363708
25.773687,-100.379923
25.758238,-100.381649
25.675555,-100.296574
25.778973,-100.375673
25.745786,-100.360869
25.706794,-100.358133
25.77066,-100.397332
25.736584,-100.331571
25.697537,-100.329878
25.72382,-100.335208
25.794774,-100.381469
25.757538,-100.378437
25.718538,-100.364716
25.731872,-100.352831
25.618527,-100.260502
25.764324,-100.373488
25.763049,-100.372365
25.755616,-100.389896
25.690021,-100.312361
25.690413,-100.311966
25.631536,-100.286239
25.767086,-100.377929
25.751117,-100.354936
25.656732,-100.312335
25.776263,-100.419316
25.759617,-100.381928
25.712615,-100.368964
25.628642,-100.292817
25.731866,-100.390198
25.787842,-100.403196
25.749999,-100.370126
25.628654,-100.28816
25.620491,-100.262356
25.788304,-100.403
25.712701,-100.365914
25.6514,-100.316539
25.777545,-100.383334
25.66242,-100.300366
25.633753,-100.288928
25.628966,-100.287876
25.633936,-100.289597
25.785795,-100.410186
25.732126,-100.394554
25.662366,-100.326178
25.789738,-100.406139
25.686711,-100.315582
25.638617,-100.308092
25.759094,-100.375393
25.754778,-100.393659
25.714145,-100.338417
25.782215,-100.395786
25.745742,-100.341856
25.75758,-100.360707
25.660301,-100.322493
25.788061,-100.379541
25.614625,-100.263502
25.631678,-100.307292
25.750307,-100.352856
25.75082,-100.353004
25.719954,-100.32705
25.787471,-100.404917
25.792141,-100.402054
25.740394,-100.333837
25.739378,-100.33054
25.697271,-100.347604
25.589291,-100.245557
25.633158,-100.298263
25.763847,-100.379241
25.589214,-100.246433
25.635089,-100.311106
25.764898,-100.364781
25.660351,-100.299805
25.779399,-100.411502
25.789092,-100.406035
25.793801,-100.3856
25.788287,-100.37374
25.742174,-100.323284
25.737467,-100.33694
25.758925,-100.393235
25.784335,-100.402989
25.73061,-100.340274
25.727975,-100.333336
25.738322,-100.336409
25.731721,-100.327221
25.780289,-100.394862
25.697392,-100.288208
25.736931,-100.382157
25.655295,-100.299479
25.759017,-100.381588
25.784098,-100.377233
25.639025,-100.3038
25.765245,-100.388382
25.738906,-100.3389
25.743848,-100.341326
25.719665,-100.362731
25.632804,-100.289355
25.698288,-100.263204
25.738126,-100.383382
25.752731,-100.371799
25.6575,-100.284277
25.619632,-100.26754
25.749853,-100.358585
25.791866,-100.402659
25.737904,-100.351433
25.787593,-100.373899
25.65679,-100.303661
25.697357,-100.287941
25.774736,-100.414299
25.794366,-100.382583
25.638368,-100.310352
25.593554,-100.243527
25.629613,-100.281581
25.723975,-100.333167
25.772633,-100.363136
25.732653,-100.331917
25.731377,-100.347872
25.749455,-100.359304
25.633176,-100.28822
25.767185,-100.359436
25.788653,-100.407938
25.742014,-100.339591
25.607496,-100.264091
25.659283,-100.308489
25.743931,-100.323354
25.658737,-100.316367
25.734947,-100.339179
25.626854,-100.298924
25.649138,-100.310829
25.698228,-100.331999
25.723916,-100.396806
25.768095,-100.405175
25.758647,-100.393167
25.756428,-100.391557
25.770165,-100.374448
25.70414,-100.284919
25.594774,-100.244013
25.697139,-100.285912
25.632376,-100.298174
25.75851,-100.388591
25.790378,-100.403892
25.748866,-100.343025
25.757115,-100.395555
25.74205,-100.33979
25.657359,-100.304308
25.65525,-100.318117
25.719598,-100.371878
25.633726,-100.287852
25.772859,-100.361318
25.777837,-100.370378
25.775757,-100.373456
25.759004,-100.364199
25.753773,-100.381738
25.618837,-100.267054
25.748239,-100.340397
25.750518,-100.358676
25.772657,-100.411153
25.747113,-100.346635
25.751058,-100.358981
25.616247,-100.266891
25.732663,-100.385288
25.720871,-100.377519
25.789343,-100.4056
25.788515,-100.40164
25.781865,-100.406392
25.6282,-100.28694
25.767545,-100.379968
25.704971,-100.327955
25.775186,-100.419273
25.768199,-100.376433
25.739898,-100.338232
25.616145,-100.26728
25.645151,-100.300424
25.633218,-100.286283
25.582024,-100.232287
25.759123,-100.36096
25.636905,-100.30341
25.75019,-100.349498
25.643066,-100.30965
25.75078,-100.344493
25.754777,-100.372856
25.773545,-100.374357
25.731683,-100.325726
25.58505,-100.235869
25.725522,-100.339416
25.764844,-100.363728
25.773459,-100.399185
25.728082,-100.38348
25.613354,-100.264751
25.774322,-100.414221
25.713288,-100.359112
25.749583,-100.370286
25.765402,-100.384156
25.618458,-100.260529
25.701097,-100.285035
25.729164,-100.366783
25.627913,-100.281988
25.725473,-100.368278
25.770835,-100.369959
25.703785,-100.359172
25.757577,-100.391621
25.630488,-100.284626
25.784053,-100.372535
25.659991,-100.32299
25.755042,-100.351817
25.725425,-100.353547
25.736786,-100.365152
25.766224,-100.37451
25.752884,-100.379386
25.742627,-100.360658
25.729959,-100.368627
25.71814,-100.360216
25.738363,-100.361147
25.755068,-100.360849
25.703527,-100.285235
25.733492,-100.366631
25.659558,-100.317672
25.782074,-100.414426
25.760486,-100.366872
25.686999,-100.295554
25.659855,-100.317591
25.781635,-100.406492
25.769401,-100.398206
25.671461,-100.277021
25.773488,-100.383374
25.738934,-100.333595
25.754087,-100.381262
25.649033,-100.310007
25.77833,-100.38938
25.613889,-100.262789
25.747127,-100.363435
25.7621,-100.361753
25.630937,-100.298048
25.77152,-100.364353
25.623548,-100.296855
25.65804,-100.328307
25.725153,-100.375508
25.655089,-100.298911
25.584096,-100.235305
25.660832,-100.396776
25.686144,-100.314208
25.703172,-100.351601
25.716649,-100.327956
25.770743,-100.36203
25.662122,-100.300427
25.76689,-100.415649
25.740072,-100.373784
25.7888,-100.384182
25.736164,-100.334257
25.634539,-100.305693
25.73282,-100.34554
25.7213,-100.342064
25.768967,-100.382941
25.752138,-100.350839
25.709609,-100.345832
25.722586,-100.324252
25.655727,-100.295006
25.772219,-100.413865
25.784276,-100.40614
25.764956,-100.357368
25.641508,-100.302568
25.787911,-100.410149
25.618684,-100.262833
25.604817,-100.262195
25.789435,-100.382752
25.557001,-100.230204
25.659827,-100.308203
25.75654,-100.379808
25.744245,-100.387643
25.654667,-100.314461
25.683269,-100.323179
25.74954,-100.344119
25.755879,-100.361075
25.719891,-100.345164
25.747158,-100.351277
25.750935,-100.354938
25.761835,-100.371777
25.61623,-100.268697
25.620723,-100.264776
25.662292,-100.285222
25.792576,-100.37679
25.755731,-100.375739
25.625672,-100.279139
25.70089,-100.284414
25.668159,-100.289485
25.641388,-100.31037
25.744051,-100.362835
25.534872,-100.212605
25.751963,-100.364708
25.586955,-100.236751
25.702451,-100.333985
25.663717,-100.301156
25.737476,-100.38175
25.773401,-100.364699
25.656281,-100.315734
25.732178,-100.390935
25.615166,-100.267064
25.690856,-100.313229
25.661558,-100.320987
25.66138,-100.321721
25.636005,-100.3132
25.580978,-100.237215
25.73158,-100.335387
25.659675,-100.326064
25.633713,-100.304467
25.752106,-100.356941
25.757245,-100.393647
25.740706,-100.339044
25.638726,-100.307575
25.738936,-100.340858
25.737137,-100.378542
25.717399,-100.361303
25.609997,-100.273379
25.766909,-100.370368
25.71835,-100.326331
25.619065,-100.266779
25.774168,-100.408189
25.766931,-100.416227
25.701956,-100.283663
25.664013,-100.325923
25.653472,-100.317603
25.605637,-100.279701
25.738491,-100.388433
25.652335,-100.303969
25.790662,-100.403719
25.643032,-100.312746
25.78181,-100.397094
25.745098,-100.345523
25.610041,-100.267972
25.764016,-100.382476
25.784696,-100.417289
25.639078,-100.303299
25.636823,-100.293939
25.66166,-100.327224
25.756281,-100.357376
25.780183,-100.415036
25.73372,-100.353119
25.639397,-100.312015
25.688286,-100.279748
25.78839,-100.400517
25.754472,-100.348511
25.676204,-100.315484
25.746023,-100.368507
25.653144,-100.310604
25.783003,-100.372215
25.753022,-100.357567
25.616772,-100.263103
25.772611,-100.368638
25.772013,-100.368784
25.73574,-100.338131
25.663153,-100.296619
25.753898,-100.350064
25.75992,-100.356609
25.773387,-100.411408
25.776649,-100.403282
25.776305,-100.363435
25.771459,-100.405937
25.75273,-100.356485
25.589703,-100.244324
25.732746,-100.381891
25.737689,-100.349779
25.753242,-100.363355
25.749491,-100.345632
25.7808,-100.407032
25.695168,-100.337129
25.787194,-100.398034
25.735153,-100.379381
25.745652,-100.345928
25.696381,-100.304445
25.761586,-100.372677
25.753032,-100.366891
25.738439,-100.350312
25.635877,-100.290507
25.737452,-100.349895
25.692229,-100.264413
25.651299,-100.309425
25.662688,-100.327041
25.751951,-100.404176
25.720148,-100.341814
25.771095,-100.386691
25.584265,-100.233385
25.71982,-100.384977
25.731007,-100.373254
25.738903,-100.413188
25.739334,-100.37407
25.656632,-100.311525
25.73937,-100.339237
25.700695,-100.304845
25.715993,-100.372697
25.755553,-100.377191
25.682108,-100.37143
25.685991,-100.317972
25.718809,-100.361512
25.724971,-100.383356
25.761792,-100.373569
25.704422,-100.278741
25.649067,-100.310535
25.762768,-100.361209
25.741644,-100.379492
25.633167,-100.289236
25.643935,-100.311641
25.583852,-100.234536
25.621022,-100.266549
25.661166,-100.325073
25.758385,-100.357681
25.764877,-100.368509
25.777262,-100.399146
25.745922,-100.369192
25.686175,-100.316046
25.704195,-100.292337
25.789866,-100.384335
25.67054,-100.352462
25.786336,-100.398916
25.628307,-100.28694
25.617575,-100.268435
25.745594,-100.341783
25.786397,-100.407192
25.630007,-100.283945
25.668239,-100.32021
25.698773,-100.32897
25.633955,-100.287827
25.735541,-100.339982
25.621067,-100.26345
25.7508,-100.382815
25.687051,-100.348264
25.791402,-100.380445
25.753405,-100.355046
25.706248,-100.31829
25.698575,-100.287981
25.617624,-100.268558
25.702845,-100.333109
25.634067,-100.288393
25.660587,-100.319377
25.723493,-100.384056
25.676586,-100.322247
25.73446,-100.380608
25.653841,-100.320805
25.65123,-100.311166
25.642036,-100.314054
25.736,-100.380328
25.647661,-100.284889
25.75241,-100.349529
25.770922,-100.362616
25.747626,-100.352817
25.777139,-100.391172
25.731616,-100.350936
25.725144,-100.362621
25.752102,-100.35887
25.759311,-100.391958
25.727932,-100.339722
25.734863,-100.346236
25.660101,-100.314149
25.760857,-100.36572
25.761556,-100.361623
25.791906,-100.376019
25.766296,-100.373282
25.787756,-100.378718
25.736198,-100.334412
25.670529,-100.232464
25.784074,-100.402734
25.71824,-100.3612
25.755066,-100.391346
25.783683,-100.40671
25.698151,-100.287057
25.70093,-100.288931
25.758993,-100.390707
25.690835,-100.33492
25.656453,-100.316073
25.659171,-100.321662
25.738364,-100.350252
25.759159,-100.358274
25.718159,-100.360224
25.783589,-100.405453
25.737469,-100.324783
25.693405,-100.302668
25.74109,-100.335588
25.646812,-100.281689
25.668624,-100.33633
25.769861,-100.379247
25.775699,-100.415924
25.680145,-100.296424
25.754008,-100.349604
25.786151,-100.399907
25.647573,-100.310558
25.761401,-100.386231
25.764786,-100.384847
25.640184,-100.309727
25.697455,-100.28582
25.729165,-100.356975
25.690955,-100.313586
25.585948,-100.237249
25.73317,-100.33565
25.719298,-100.34491
25.762011,-100.38698
25.785172,-100.400994
25.787491,-100.408034
25.628585,-100.28268
25.773484,-100.374375
25.743887,-100.353854
25.659434,-100.33026
25.653442,-100.304519
25.75349,-100.347896
25.749894,-100.344105
25.728004,-100.322825
25.693098,-100.283544
25.631202,-100.304394
25.659597,-100.308725
25.755828,-100.376428
25.583032,-100.254921
25.79137,-100.375878
25.764811,-100.365954
25.766131,-100.378114
25.779712,-100.406024
25.792514,-100.37674
25.74888,-100.370157
25.688676,-100.283961
25.729174,-100.351082
25.685467,-100.31765
25.715499,-100.353756
25.72761,-100.329124
25.759931,-100.369473
25.756284,-100.375343
25.633309,-100.30556
25.647181,-100.308029
25.66055,-100.324884
25.695403,-100.284113
25.736671,-100.382218
25.72804,-100.373914
25.794855,-100.380052
25.794474,-100.382634
25.661137,-100.27091
25.590269,-100.243263
25.642049,-100.300315
25.747406,-100.342642
25.699457,-100.336742
25.653304,-100.299909
25.65434,-100.317883
25.691698,-100.28173
25.752721,-100.354898
25.725018,-100.34258
25.714612,-100.370485
25.647947,-100.307489
25.65469,-100.308197
25.647412,-100.307727
25.6208,-100.26234
25.760759,-100.390982
25.640711,-100.31228
25.735906,-100.334146
25.693885,-100.333336
25.754392,-100.382749
25.770004,-100.366853
25.66741,-100.317586
25.605872,-100.273269
25.787078,-100.377151
25.641038,-100.313464
25.666188,-100.290303
25.625702,-100.287398
25.632337,-100.295949
25.721585,-100.382313
25.642544,-100.313346
25.631559,-100.286084
25.752341,-100.356385
25.64875,-100.307388
25.615542,-100.266896
25.768571,-100.393876
25.76708,-100.359502
25.748812,-100.364963
25.587014,-100.246795
25.757233,-100.359325
25.724525,-100.367423
25.709837,-100.351359
25.730272,-100.350874
25.661937,-100.300717
25.748931,-100.360428
25.723304,-100.383801
25.710876,-100.352964
25.780435,-100.402702
25.743595,-100.352508
25.741139,-100.374351
25.657296,-100.322975
25.689103,-100.313492
25.763161,-100.359165
25.616928,-100.267996
25.702604,-100.280457
25.663623,-100.333073
25.729411,-100.369617
25.632629,-100.290115
25.659328,-100.325565
25.699171,-100.289028
25.521085,-100.207982
25.62805,-100.279183
25.77963,-100.374197
25.652691,-100.312974
25.70531,-100.303787
25.764768,-100.35759
25.681279,-100.370147
25.609489,-100.273407
25.726367,-100.322819
25.668921,-100.300714
25.690418,-100.317354
25.76176,-100.360685
25.678047,-100.340101
25.63051,-100.283946
25.633084,-100.288899
25.63254,-100.297979
25.601166,-100.271163
25.770393,-100.37669
25.745539,-100.342656
25.766825,-100.397008
25.729315,-100.340353
25.793891,-100.400122
25.73267,-100.343612
25.779423,-100.402841
25.75428,-100.352699
25.739389,-100.35948
25.774885,-100.416291
25.762122,-100.357785
25.668797,-100.31439
25.657928,-100.311672
25.780893,-100.399406
25.78768,-100.403187
25.752386,-100.356153
25.66119,-100.31651
25.727423,-100.32978
25.788266,-100.403418
25.744503,-100.357406
25.684951,-100.306822
25.697519,-100.332929
25.688193,-100.327871
25.756127,-100.36718
25.765831,-100.382106
25.662891,-100.335468
25.781421,-100.381556
25.667873,-100.315171
25.766063,-100.376086
25.650653,-100.312237
25.775621,-100.374362
25.699324,-100.291842
25.640957,-100.309899
25.627374,-100.281168
25.618571,-100.264832
25.680383,-100.322425
25.654932,-100.303323
25.729754,-100.327089
25.741926,-100.36849
25.768196,-100.377916
25.698419,-100.286454
25.637053,-100.301833
25.766133,-100.385669
25.692153,-100.329657
25.758675,-100.357478
25.78871,-100.380247
25.585687,-100.236873
25.69602,-100.329834
25.729679,-100.368401
25.702848,-100.363285
25.648118,-100.312178
25.734816,-100.381388
25.773492,-100.368488
25.70317,-100.358528
25.642295,-100.312107
25.633144,-100.298429
25.75321,-100.375765
25.726498,-100.33787
25.668551,-100.290516
25.749251,-100.359381
25.745179,-100.343431
25.748297,-100.360039
25.775744,-100.407433
25.738353,-100.38126
25.61799,-100.265934
25.746669,-100.360649
25.641157,-100.300836
25.703204,-100.33205
25.759492,-100.38967
25.788934,-100.402238
25.729438,-100.364953
25.640237,-100.306373
25.632859,-100.288629
25.674722,-100.314859
25.738102,-100.335562
25.629761,-100.292238
25.653351,-100.316131
25.735922,-100.335567
25.736214,-100.330281
25.654124,-100.316678
25.6339,-100.304049
25.648514,-100.303609
25.729353,-100.354105
25.736175,-100.350034
25.749304,-100.38318
25.761276,-100.354962
25.787533,-100.407709
25.755672,-100.369683
25.72176,-100.333991
25.762004,-100.387523
25.780806,-100.382773
25.690857,-100.321803
25.743247,-100.344677
25.628189,-100.280119
25.702578,-100.281622
25.700109,-100.287601
25.75511,-100.352086
25.78518,-100.381782
25.659754,-100.330481
25.764554,-100.364513
25.794846,-100.385326
25.728459,-100.347162
25.786348,-100.400376
25.704428,-100.283188
25.731738,-100.325667
25.699776,-100.344703
25.685525,-100.375044
25.752141,-100.347816
25.752055,-100.371203
25.78947,-100.379944
25.719268,-100.364952
25.685749,-100.289196
25.683672,-100.282865
25.634213,-100.292528
25.662296,-100.333821
25.73917,-100.368249
25.755673,-100.351078
25.685876,-100.269005
25.732138,-100.336022
25.785939,-100.404107
25.706912,-100.341684
25.752365,-100.35335
25.735413,-100.334635
25.754806,-100.350828
25.70001,-100.262184
25.76769,-100.360655
25.591838,-100.241897
25.720164,-100.327877
25.728982,-100.389719
25.735289,-100.392069
25.70668,-100.292642
25.65491,-100.309195
25.655434,-100.318842
25.737003,-100.328701
25.737681,-100.369031
25.73306,-100.35726
25.735451,-100.379424
25.721804,-100.339121
